样本id,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,A13,A14,A15,A16,A17,A18,A19,A20,A21,A22,A23,A24,A25,A26,A27,A28,B1,B2,B3,B4,B5,B6,B7,B8,B9,B10,B11,B12,B13,B14,收率
528,300,,405.0,700,1.0,24.0,,,2.5,100,3.5,101,0.2,4.5,102.0,5.5,102.0,0.2,300,0.5,50.0,10.0,5.0,7.0,70.0,7.5,78,1.0,340.0,3.5,3.5,1.0,19.0,65,23.0,45.0,1.5,1.5,,800.0,0.15,420,0.935
650,300,,405.0,700,6.0,29.0,,,8.0,100,9.0,103,0.2,10.0,104.0,11.0,105.0,0.2,200,1.0,50.0,9.0,5.0,12.0,80.0,13.0,73,1.0,320.0,3.5,3.5,1.0,15.0,80,17.0,45.0,1.5,1.5,1.0,1200.0,0.15,400,0.9470000000000001
310,300,,405.0,700,8.0,19.0,,,8.5,100,9.5,103,0.2,10.5,103.0,11.5,103.0,0.2,300,0.5,40.0,10.0,5.0,15.5,70.0,16.0,78,1.0,300.0,3.5,3.5,1.0,1.0,60,3.5,45.0,1.5,1.5,,800.0,0.15,390,0.89
1312,300,,405.0,700,14.0,30.0,,,16.0,102,17.0,103,0.2,18.0,104.0,19.0,105.0,0.2,200,1.0,50.0,9.0,5.0,20.0,80.0,21.0,73,1.0,320.0,3.5,3.5,1.0,23.0,80,1.0,45.0,4.0,,,1200.0,0.15,460,0.973
705,300,,405.0,700,6.0,29.0,,,8.0,102,9.0,104,0.2,10.0,103.0,11.0,105.0,0.2,200,1.0,50.0,9.0,5.0,12.0,79.0,13.0,78,1.0,320.0,3.5,3.5,1.0,15.0,78,17.0,45.0,1.5,1.5,1.5,1200.0,0.15,400,0.925
594,300,,405.0,700,19.5,22.0,,,21.0,100,22.0,101,0.2,23.0,103.0,0.0,104.0,0.2,200,1.0,50.0,9.0,5.0,1.1666666666666667,80.0,1.6666666666666667,70,1.3333333333333333,340.0,3.5,3.5,1.0,4.0,70,7.0,40.0,1.5,1.0,,800.0,0.15,400,0.902
1191,300,,405.0,700,6.0,28.0,,,8.0,101,9.0,102,0.2,10.0,105.0,11.0,104.0,0.2,200,1.0,50.0,9.0,5.0,12.0,79.0,13.0,75,1.0,320.0,3.5,3.5,1.0,15.0,74,17.0,45.0,1.5,1.5,1.0,1200.0,0.15,400,0.925
1481,300,,405.0,700,0.0,30.0,,,2.0,100,3.0,102,0.2,4.0,103.0,5.0,104.0,0.2,300,0.5,50.0,9.0,5.0,13.0,70.0,13.5,75,0.5,350.0,3.5,3.5,1.0,20.5,65,3.0,45.0,1.5,1.5,,800.0,0.15,400,0.879
777,300,,405.0,700,14.0,27.0,,,16.0,102,17.0,104,0.2,18.0,105.0,19.0,106.0,0.2,200,1.0,50.0,9.0,5.0,20.0,80.0,21.0,73,1.0,320.0,3.5,3.5,1.0,23.0,80,1.0,45.0,4.0,,,1200.0,0.15,440,0.943
66,300,,405.0,700,11.0,18.0,,,12.0,100,13.0,105,0.2,14.0,105.0,15.0,106.0,0.2,300,0.5,50.0,9.0,5.0,16.333333333333332,70.0,16.833333333333332,76,1.1666666666666667,350.0,3.5,3.5,1.0,19.0,69,20.5,45.0,1.5,1.5,,800.0,0.15,400,0.902
1776,300,,405.0,700,14.0,29.0,,,16.0,100,17.0,102,0.2,18.0,104.0,19.0,106.0,0.2,200,1.0,50.0,9.0,5.0,20.0,78.0,21.0,73,1.0,320.0,3.5,3.5,1.0,23.0,80,1.0,45.0,1.5,1.5,1.0,1200.0,0.15,420,0.983
975,300,,405.0,700,18.0,21.0,,,19.5,100,20.5,101,0.2,21.5,102.0,22.5,102.0,0.1,200,0.5,30.0,9.0,5.0,23.5,70.0,0.0,79,0.75,300.0,3.5,3.5,1.5,2.5,52,3.8333333333333335,40.0,1.6666666666666667,1.6666666666666667,,900.0,0.15,405,0.9129999999999999
892,300,,405.0,700,6.0,40.0,6.25,80.0,7.5,100,8.5,102,0.2,9.5,102.0,10.5,103.0,0.2,300,0.5,50.0,9.0,5.0,14.5,70.0,15.0,75,0.5,330.0,3.5,3.5,2.0,3.0,65,8.0,28.0,1.5,1.5,,800.0,0.15,400,0.902
1904,300,,405.0,700,22.0,29.0,,,0.0,101,1.0,103,0.2,2.0,104.0,3.0,105.0,0.2,200,1.0,50.0,9.0,5.0,4.0,80.0,5.0,73,1.0,320.0,3.5,3.5,1.0,7.0,80,9.0,45.0,1.5,1.5,1.0,1200.0,0.15,400,0.8909999999999999
421,300,,405.0,700,6.0,22.0,,,7.5,100,8.5,102,0.2,9.5,104.0,10.5,106.0,0.2,100,0.5,50.0,9.0,5.0,11.5,80.0,12.0,78,1.0,280.0,3.5,3.5,1.0,14.0,70,16.0,45.0,1.5,1.0,,800.0,0.15,400,0.9129999999999999
959,300,,405.0,700,9.0,21.0,,,10.5,100,11.5,102,0.2,12.5,104.0,13.5,106.0,0.2,100,1.0,50.0,9.0,5.0,15.0,80.0,15.5,78,1.0,280.0,3.5,3.5,1.0,17.5,65,19.5,45.0,1.5,1.0,,800.0,0.15,400,0.8909999999999999
824,300,,405.0,700,6.0,29.0,,,8.0,102,9.0,103,0.2,10.0,104.0,11.0,105.0,0.2,200,1.0,50.0,9.0,5.0,12.0,80.0,13.0,73,1.0,320.0,3.5,3.5,1.0,15.0,80,17.0,45.0,4.0,,,1200.0,0.15,440,0.93
141,300,,405.0,700,6.0,29.0,,,8.0,101,9.0,103,0.2,10.0,105.0,11.0,104.0,0.2,200,1.0,50.0,9.0,5.0,12.0,80.0,13.0,73,1.0,320.0,3.5,3.5,1.0,15.0,80,17.0,45.0,1.5,1.5,1.0,1200.0,0.15,400,0.9129999999999999
1316,300,,405.0,700,21.0,30.0,,,23.0,102,0.0,103,0.2,1.0,104.0,2.0,105.0,0.2,200,1.0,50.0,9.0,5.0,3.0,80.0,4.0,73,1.0,320.0,3.5,3.5,1.0,6.0,80,8.0,45.0,4.0,,,1200.0,0.15,440,0.93
1080,300,,405.0,700,11.0,26.0,,,12.5,100,13.5,102,0.2,14.5,104.0,15.5,104.0,0.2,300,0.5,50.0,10.0,5.0,17.0,70.0,17.5,78,1.0,350.0,3.5,3.5,1.0,5.0,65,8.0,45.0,1.5,1.5,,800.0,0.15,400,0.8740000000000001
893,300,,405.0,700,15.0,37.0,15.333333333333334,80.0,16.833333333333332,100,17.833333333333332,102,0.2,18.833333333333332,104.0,19.833333333333332,102.0,0.2,300,0.5,50.0,9.0,5.0,1.5,70.0,2.0,75,0.5,350.0,3.5,3.5,2.0,13.0,48,17.0,28.0,1.5,1.5,,800.0,0.15,400,0.8909999999999999
1694,300,,405.0,700,14.0,29.0,,,16.0,101,17.0,103,0.2,18.0,104.0,19.0,105.0,0.2,200,1.0,50.0,9.0,5.0,20.0,80.0,21.0,73,1.0,320.0,3.5,3.5,1.0,23.0,80,6.0,45.0,1.5,1.5,1.5,1200.0,0.15,400,0.902
1974,300,,405.0,700,14.0,29.0,,,16.0,102,17.0,104,0.2,18.0,105.0,19.0,106.0,0.2,200,1.0,50.0,9.0,5.0,20.0,80.0,21.0,73,1.0,320.0,3.5,3.5,1.0,23.0,80,1.0,45.0,1.5,1.5,1.0,1200.0,0.15,440,0.93
671,300,,405.0,700,6.0,29.0,,,8.0,101,9.0,103,0.2,10.0,105.0,11.0,106.0,0.2,200,1.0,50.0,9.0,5.0,12.0,79.0,13.0,77,1.0,320.0,3.5,3.5,1.0,15.0,76,17.0,45.0,1.5,1.5,1.0,1200.0,0.15,400,0.925
1358,300,,405.0,700,6.0,29.0,,,8.0,102,9.0,103,0.2,10.0,104.0,11.0,105.0,0.2,200,1.0,50.0,9.0,5.0,12.0,80.0,13.0,73,1.0,320.0,3.5,3.5,1.0,15.0,80,17.0,45.0,4.0,,,1200.0,0.15,440,0.93
931,300,,405.0,700,12.0,39.0,12.25,80.0,13.5,100,14.5,102,0.2,15.5,103.0,16.5,102.0,0.2,300,0.5,50.0,9.0,5.0,21.0,70.0,21.5,75,0.5,370.0,3.5,3.5,1.5,8.0,60,10.0,40.0,1.5,1.5,,800.0,0.15,420,0.935
1147,300,,405.0,700,1.0,29.0,,,3.0,102,4.0,103,0.2,5.0,104.0,6.0,105.0,0.2,200,1.0,50.0,9.0,5.0,7.0,78.0,8.0,73,1.0,320.0,3.5,3.5,1.0,10.0,80,14.0,45.0,1.5,1.5,1.0,1200.0,0.15,420,0.9470000000000001
259,300,,405.0,700,6.0,30.0,,,8.0,101,9.0,103,0.2,10.0,104.0,11.0,105.0,0.2,200,1.0,50.0,9.0,5.0,12.0,80.0,13.0,73,1.0,320.0,3.5,3.5,1.0,15.0,80,17.0,45.0,4.0,,,1200.0,0.15,440,0.943
14,300,,405.0,700,13.0,23.0,,,14.5,100,15.5,103,0.2,16.5,103.0,17.5,104.0,0.2,300,0.5,40.0,10.0,5.0,19.5,70.0,20.0,78,1.0,300.0,3.5,3.5,1.5,7.5,65,10.0,40.0,2.5,1.5,,800.0,0.15,420,0.9229999999999999
992,300,,405.0,700,14.0,21.0,,,15.0,100,16.0,103,0.2,17.0,106.0,18.0,107.0,0.2,300,0.5,50.0,9.0,5.0,19.0,70.0,19.5,78,1.0,310.0,3.5,3.5,1.0,21.5,67,23.5,45.0,1.3333333333333321,1.4166666666666667,,800.0,0.15,420,0.935
273,300,,405.0,700,21.0,30.0,,,23.0,102,0.0,103,0.2,1.0,104.0,2.0,105.0,0.2,200,1.0,50.0,9.0,5.0,3.0,80.0,4.0,73,1.0,320.0,3.5,3.5,1.0,6.0,80,8.0,45.0,4.0,,,1200.0,0.15,440,0.93
115,300,,405.0,700,22.0,29.0,,,0.0,100,1.0,103,0.2,2.0,104.0,3.0,106.0,0.2,200,1.0,50.0,9.0,5.0,4.0,80.0,5.0,72,1.0,320.0,3.5,3.5,1.0,7.0,78,9.0,45.0,1.5,1.5,1.0,1200.0,0.15,400,0.902
571,300,,405.0,700,8.0,29.0,,,10.0,101,11.0,103,0.2,12.0,104.0,13.0,105.0,0.2,200,1.0,50.0,9.0,5.0,14.0,80.0,15.0,73,1.0,320.0,3.5,3.5,1.0,17.0,80,19.0,45.0,1.5,1.5,1.0,1200.0,0.15,400,0.902
242,300,,405.0,700,14.0,30.0,,,16.0,102,17.0,103,0.2,18.0,104.0,19.0,105.0,0.2,200,1.0,50.0,9.0,5.0,20.0,80.0,21.0,73,1.0,320.0,3.5,3.5,1.0,23.0,80,1.0,45.0,4.0,,,1200.0,0.15,400,0.902
1428,300,,405.0,700,18.5,21.0,,,20.0,100,21.0,102,0.2,22.0,102.0,23.0,103.0,0.2,300,0.5,35.0,9.0,5.0,1.5,70.0,2.0,78,1.0,300.0,3.5,3.5,1.5,12.5,60,16.0,40.0,1.5,1.5,,800.0,0.15,400,0.8909999999999999
331,300,,405.0,700,17.5,39.0,17.75,80.0,18.666666666666668,100,19.666666666666668,102,0.2,20.666666666666668,103.0,21.666666666666668,102.0,0.2,300,0.5,50.0,9.0,5.0,3.0,70.0,3.5,75,0.5,330.0,3.5,3.5,2.0,12.0,50,14.0,28.0,1.5,2.0,,800.0,0.15,395,0.902
680,300,,405.0,700,22.0,29.0,,,0.0,102,1.0,103,0.2,2.0,104.0,3.0,105.0,0.2,200,1.0,50.0,9.0,5.0,4.0,78.0,5.0,73,1.0,320.0,3.5,3.5,1.0,7.0,78,9.0,45.0,1.5,1.5,1.0,1200.0,0.15,420,0.971
1985,300,,405.0,700,21.0,29.0,,,23.0,102,0.0,103,0.2,1.0,104.0,2.0,105.0,0.2,200,1.0,50.0,9.0,5.0,3.0,80.0,4.0,73,1.0,320.0,3.5,3.5,1.0,6.0,80,8.0,45.0,1.5,1.5,1.0,1200.0,0.15,420,0.888
57,300,,405.0,700,14.0,18.0,,,15.0,100,16.0,104,0.2,17.0,105.0,18.0,105.0,0.2,300,0.5,50.0,9.0,5.0,19.333333333333332,70.0,19.833333333333332,77,1.1666666666666667,350.0,3.5,3.5,1.0,22.0,70,23.5,45.0,1.5,1.5,,800.0,0.15,400,0.902
1319,300,,405.0,700,21.0,29.0,,,23.0,102,0.0,103,0.2,1.0,104.0,2.0,105.0,0.2,200,1.0,50.0,9.0,5.0,3.0,80.0,4.0,73,1.0,320.0,3.5,3.5,1.0,6.0,80,8.0,45.0,3.0,,,1200.0,0.15,440,0.93
412,300,,405.0,700,4.0,20.0,,,5.5,100,6.5,102,0.2,7.5,104.0,8.5,107.0,0.2,200,1.0,50.0,10.0,5.0,10.0,72.0,10.5,79,1.0,380.0,3.5,3.5,1.0,12.5,77,14.5,47.0,1.5,1.5,,800.0,0.15,420,0.935
436,300,,405.0,700,10.5,22.0,,,12.0,100,13.0,101,0.2,14.0,103.0,15.0,103.0,0.2,100,1.0,50.0,10.0,5.0,16.0,80.0,16.5,78,1.0,300.0,3.5,3.5,1.0,18.5,65,19.5,50.0,1.5,1.5,,800.0,0.15,400,0.879
956,300,,405.0,700,22.0,22.0,,,23.0,100,0.0,101,0.2,1.0,103.0,2.0,104.0,0.2,100,1.0,50.0,10.0,5.0,3.0,80.0,3.5,76,1.0,280.0,3.5,3.5,1.0,5.5,65,7.5,45.0,1.5,1.5,,800.0,0.15,400,0.8740000000000001
821,300,,405.0,700,6.0,30.0,,,8.0,102,9.0,104,0.2,10.0,105.0,11.0,106.0,0.2,200,1.0,50.0,9.0,5.0,12.0,80.0,13.0,73,1.0,320.0,3.5,3.5,1.0,15.0,80,17.0,45.0,4.0,,,1200.0,0.15,440,0.943
156,300,,405.0,700,6.0,27.0,,,8.0,102,9.0,103,0.2,10.0,104.0,11.0,104.0,0.2,200,1.0,50.0,9.0,5.0,12.0,78.0,13.0,76,1.0,320.0,3.5,3.5,1.0,15.0,75,17.0,45.0,2.5,2.0,1.0,1200.0,0.15,400,0.9359999999999999
1282,300,,405.0,700,9.0,30.0,,,11.0,102,12.0,103,0.2,13.0,104.0,14.0,105.0,0.2,200,1.0,50.0,9.0,5.0,15.0,80.0,16.0,73,1.0,320.0,3.5,3.5,1.0,18.0,80,20.0,45.0,3.5,,,1200.0,0.03,440,0.93
1001,300,,405.0,700,1.0,21.0,,,2.5,100,3.5,101,0.2,4.5,103.0,5.5,105.0,0.2,200,0.5,50.0,9.0,5.0,7.0,70.0,7.5,78,0.5,290.0,3.5,3.5,1.0,12.0,60,19.0,36.0,1.5,1.5,,800.0,0.15,380,0.868
30,300,,405.0,700,23.0,24.0,,,0.0,100,1.0,101,0.2,2.0,105.0,3.0,105.0,0.2,300,0.5,50.0,10.0,5.0,7.0,70.0,7.5,78,1.0,300.0,3.5,3.5,1.0,16.5,60,19.0,40.0,1.5,1.5,,800.0,0.15,420,0.9229999999999999
36,300,,405.0,700,7.0,21.0,,,8.333333333333334,100,9.333333333333334,103,0.2,10.333333333333334,103.0,11.333333333333334,103.0,0.2,300,0.5,40.0,9.0,5.0,16.5,70.0,17.0,78,1.0,300.0,3.5,3.5,1.5,4.0,60,8.0,40.0,1.5,1.5,,800.0,0.15,420,0.935
1416,300,,405.0,700,21.0,21.0,,,22.5,100,23.5,102,0.2,0.5,103.0,1.5,104.0,0.2,300,0.5,35.0,9.0,5.0,6.5,70.0,7.0,78,1.0,310.0,3.5,3.5,1.5,16.5,62,20.0,40.0,1.5,1.5,,800.0,0.15,420,0.9470000000000001
423,300,125.0,,980,20.5,21.0,,,22.5,100,23.5,102,0.2,0.5,104.0,1.5,106.0,0.2,100,0.5,50.0,9.0,5.0,2.5,80.0,3.0,77,1.0,260.0,3.5,3.5,1.0,4.5,65,5.5,45.0,1.5,1.0,,800.0,0.15,400,0.8909999999999999
1609,250,,340.0,590,0.0,24.0,,,1.5,100,2.5,101,0.2,3.5,103.0,4.5,105.0,0.2,300,0.5,30.0,9.0,5.0,6.0,70.0,6.5,78,1.0,240.0,3.5,3.5,1.0,9.5,65,11.5,50.0,1.5,1.0,,800.0,0.15,340,0.92
1137,300,,405.0,700,18.0,29.0,,,20.0,101,21.0,103,0.2,22.0,104.0,23.0,105.0,0.2,200,1.0,50.0,9.0,5.0,0.0,80.0,1.0,73,1.0,320.0,3.5,3.5,1.0,3.0,80,5.0,45.0,1.5,1.5,1.0,1200.0,0.15,400,0.902
1814,300,,405.0,700,6.0,29.0,,,8.0,102,9.0,103,0.2,10.0,104.0,11.0,105.0,0.2,200,1.0,50.0,9.0,5.0,12.0,80.0,13.0,73,1.0,320.0,3.5,3.5,1.0,15.0,80,17.0,45.0,1.5,1.5,1.0,1200.0,0.15,400,0.925
1689,300,,405.0,700,6.0,30.0,,,8.0,100,9.0,103,0.2,10.0,104.0,11.0,105.0,0.2,200,1.0,50.0,9.0,5.0,12.0,80.0,13.0,73,1.0,320.0,3.5,3.5,1.0,15.0,80,17.0,45.0,1.5,1.5,1.0,1200.0,0.15,400,0.902
359,300,,405.0,700,21.5,39.0,21.666666666666668,80.0,23.333333333333332,100,0.3333333333333333,102,0.2,1.3333333333333333,104.0,2.3333333333333335,103.0,0.2,300,0.5,50.0,9.0,5.0,5.5,70.0,6.0,75,0.5,370.0,3.5,3.5,2.0,18.0,52,13.5,27.0,1.5,1.5,,800.0,0.15,420,0.9470000000000001
1237,300,,405.0,700,6.0,29.0,,,8.0,101,9.0,103,0.2,10.0,104.0,11.0,105.0,0.2,200,1.0,50.0,9.0,5.0,12.0,80.0,13.0,73,1.0,320.0,3.5,3.5,1.0,15.0,80,17.0,45.0,1.5,1.5,1.0,1200.0,0.15,400,0.971
1427,300,,405.0,700,7.0,24.0,,,8.0,100,9.0,104,0.2,10.0,103.8,11.0,103.2,0.2,300,0.5,50.0,9.0,5.0,16.5,70.0,17.0,78,1.0,310.0,3.5,3.5,1.5,20.0,61,8.0,40.0,1.5,1.5,,800.0,0.15,400,0.8909999999999999
1277,300,,405.0,700,22.0,29.0,,,0.0,101,1.0,103,0.2,2.0,104.0,3.0,105.0,0.2,200,1.0,50.0,9.0,5.0,4.0,80.0,5.0,73,1.0,320.0,3.5,3.5,1.0,7.0,80,9.0,45.0,1.5,1.5,1.0,1200.0,0.15,400,0.9359999999999999
1644,300,,405.0,700,6.0,30.0,,,8.0,100,9.0,101,0.2,10.0,103.0,11.0,104.0,0.2,200,1.0,50.0,9.0,5.0,12.0,78.0,13.0,73,1.0,320.0,3.5,3.5,1.0,15.0,80,17.0,45.0,1.5,1.5,1.0,1200.0,0.15,400,0.902
525,300,,405.0,700,22.0,21.0,,,23.5,100,0.5,102,0.2,1.5,104.0,2.5,105.0,0.2,300,1.0,50.0,9.0,5.0,6.0,70.0,6.5,78,1.0,340.0,3.5,3.5,1.5,16.0,65,19.0,45.0,1.5,1.5,,800.0,0.15,420,0.9179999999999999
1671,300,,405.0,700,6.0,29.0,,,8.0,101,9.0,103,0.2,10.0,104.0,11.0,105.0,0.2,200,1.0,50.0,9.0,5.0,12.0,80.0,13.0,73,1.0,320.0,3.5,3.5,1.0,15.0,80,17.0,45.0,1.5,1.5,1.0,1200.0,0.15,400,0.902
738,300,,405.0,700,6.0,28.0,,,8.0,100,9.0,103,0.2,10.0,104.0,11.0,105.0,0.2,200,1.0,50.0,9.0,5.0,12.0,80.0,13.0,73,1.0,320.0,3.5,3.5,1.0,15.0,80,17.0,45.0,4.0,,,1200.0,0.15,440,0.943
1302,300,,405.0,700,6.0,27.0,,,8.0,102,9.0,103,0.2,10.0,104.0,11.0,105.0,0.2,200,1.0,50.0,9.0,5.0,12.0,80.0,13.0,73,1.0,320.0,3.5,3.5,1.0,15.0,80,17.0,45.0,4.0,,,1200.0,0.15,440,0.943
266,300,,405.0,700,14.0,27.0,,,16.0,102,17.0,104,0.2,18.0,105.0,19.0,106.0,0.2,200,1.0,50.0,9.0,5.0,20.0,80.0,21.0,73,1.0,320.0,3.5,3.5,1.0,23.0,80,1.0,45.0,4.0,,,1200.0,0.15,460,0.998
1018,300,,405.0,700,22.0,36.0,,,23.0,100,0.0,102,0.2,1.0,102.0,2.0,104.0,0.2,200,0.5,50.0,10.0,5.0,2.5,70.0,3.0,70,1.0,300.0,3.5,3.5,1.5,5.5,60,8.0,40.0,1.5,1.5,,800.0,0.15,400,0.902
1262,300,,405.0,700,14.0,29.0,,,16.0,102,17.0,103,0.2,18.0,104.0,19.0,105.0,0.2,200,1.0,50.0,9.0,5.0,20.0,78.0,21.0,73,1.0,320.0,3.5,3.5,1.0,7.0,80,9.0,45.0,1.5,1.5,1.0,1200.0,0.15,400,0.9359999999999999
1387,300,,405.0,700,14.0,30.0,,,16.0,102,17.0,104,0.2,18.0,105.0,19.0,106.0,0.2,200,1.0,50.0,9.0,5.0,20.0,80.0,21.0,73,1.0,320.0,3.5,3.5,1.0,23.0,80,1.0,45.0,4.0,,,1200.0,0.15,440,0.9179999999999999
1676,300,,405.0,700,22.0,29.0,,,0.0,101,1.0,103,0.2,2.0,104.0,3.0,105.0,0.2,200,1.0,50.0,9.0,5.0,4.0,78.0,5.0,73,1.0,320.0,3.5,3.5,1.0,7.0,80,9.0,45.0,1.5,1.5,1.0,1200.0,0.15,400,0.8959999999999999
1124,300,,405.0,700,8.0,29.0,,,10.0,102,11.0,103,0.2,12.0,104.0,13.0,105.0,0.2,200,1.0,50.0,9.0,5.0,14.0,79.0,15.0,73,1.0,320.0,3.5,3.5,1.0333333333333334,17.0,80,19.0,45.0,1.5,1.5,1.0,1200.0,0.15,400,0.902
862,300,,405.0,700,6.5,26.0,,,8.0,100,9.0,102,0.2,10.0,103.0,11.0,104.0,0.2,300,0.5,40.0,9.0,5.0,17.0,70.0,13.5,78,1.0,310.0,3.5,3.5,1.5,3.0,60,5.5,40.0,1.5,1.5,,800.0,0.15,420,0.9229999999999999
1784,300,,405.0,700,6.0,29.0,,,8.0,101,9.0,103,0.2,10.0,105.0,11.0,107.0,0.2,200,1.0,50.0,9.0,5.0,12.0,79.0,13.0,72,1.0,320.0,3.5,3.5,1.0,15.0,80,17.0,45.0,1.5,1.5,1.0,1200.0,0.15,400,0.9359999999999999
776,300,,405.0,700,6.0,30.0,,,8.0,102,9.0,104,0.2,10.0,105.0,11.0,106.0,0.2,200,1.0,50.0,9.0,5.0,12.0,80.0,13.0,73,1.0,320.0,3.5,3.5,1.0,15.0,80,17.0,45.0,4.0,,,1200.0,0.15,440,0.93
1862,300,,405.0,700,22.0,29.0,,,0.0,102,1.0,103,0.2,2.0,104.0,3.0,105.0,0.2,200,1.0,50.0,9.0,5.0,4.0,78.0,5.0,73,1.0,320.0,3.5,3.5,1.0,7.0,80,9.0,45.0,1.5,1.5,1.0,1200.0,0.15,400,0.9359999999999999
924,300,,405.0,700,16.0,39.0,16.333333333333332,80.0,18.666666666666668,100,19.666666666666668,102,0.2,20.666666666666668,103.0,21.666666666666668,103.0,0.2,300,0.5,50.0,9.0,5.0,1.5,70.0,2.0,75,0.5,370.0,3.5,3.5,2.0,13.5,65,17.0,45.0,1.5,,,800.0,0.15,420,0.935
549,300,,405.0,700,12.5,26.0,,,14.0,100,15.0,101,0.2,16.0,103.0,17.0,105.0,0.2,300,0.5,50.0,9.0,5.0,18.5,70.0,19.0,78,1.0,350.0,3.5,3.5,1.5,5.0,65,8.0,45.0,1.5,1.5,,800.0,0.15,440,0.98
1082,300,,405.0,700,11.0,27.0,,,12.5,100,13.5,101,0.2,14.5,103.0,15.5,105.0,0.2,300,0.5,50.0,9.0,5.0,17.0,70.0,17.5,78,1.0,340.0,3.5,3.5,1.5,0.0,65,4.5,50.0,1.5,1.5,,800.0,0.15,400,0.902
133,300,,405.0,700,14.0,28.0,,,16.0,102,17.0,103,0.2,18.0,105.0,19.0,106.0,0.2,200,1.0,50.0,9.0,5.0,20.0,78.0,21.0,76,1.0,300.0,3.5,3.5,1.0,23.0,75,1.0,45.0,1.5,1.5,1.0,1200.0,0.15,400,0.9359999999999999
1085,300,,405.0,700,12.0,21.0,,,13.5,100,14.5,102,0.2,15.5,103.0,16.5,105.0,0.2,300,0.5,50.0,9.0,5.0,18.5,70.0,19.0,78,1.0,350.0,3.5,3.5,1.0,5.5,65,10.5,45.0,1.5,1.5,,800.0,0.15,400,0.879
495,300,,405.0,700,22.5,28.0,,,0.0,100,1.0,101,0.2,2.0,103.0,3.0,105.0,0.2,300,0.5,50.0,9.0,5.0,4.5,70.0,5.0,78,1.0,360.0,3.5,3.5,1.0,23.5,65,1.5,45.0,1.5,1.5,,800.0,0.15,420,0.9470000000000001
581,300,,405.0,700,18.0,29.0,,,20.0,101,21.0,103,0.2,22.0,104.0,23.0,103.0,0.2,200,1.0,50.0,9.0,5.0,0.0,80.0,1.0,74,1.0,320.0,3.5,3.5,1.0,3.0,80,5.0,45.0,1.5,1.5,1.0,1200.0,0.15,400,0.902
1400,300,,405.0,700,21.0,30.0,,,23.0,102,0.0,103,0.2,1.0,104.0,2.0,105.0,0.2,200,1.0,50.0,9.0,5.0,3.0,80.0,4.0,73,1.0,320.0,3.5,3.5,1.0,6.0,80,8.0,45.0,1.1666666666666667,1.3333333333333333,1.0,1200.0,0.15,440,0.93
1894,300,,405.0,700,6.0,29.0,,,16.0,102,17.0,103,0.2,18.0,104.0,19.0,105.0,0.2,200,1.0,50.0,9.0,5.0,20.0,80.0,21.0,73,1.0,320.0,3.5,3.5,1.0,23.0,80,1.0,45.0,1.5,1.5,1.0,1200.0,0.15,420,0.9470000000000001
432,300,125.0,,980,12.5,21.0,,,14.5,100,15.5,102,0.2,16.5,104.0,17.5,106.0,0.2,100,0.5,50.0,9.0,5.0,18.5,80.0,19.0,78,1.0,290.0,3.5,3.5,1.0,21.0,65,23.0,45.0,1.0,1.0,,800.0,0.15,400,0.902
1500,300,,405.0,700,17.0,21.0,17.5,73.0,19.0,100,20.0,102,0.2,21.0,104.0,22.5,102.0,0.2,300,0.5,50.0,9.0,5.0,0.0,75.0,0.5,70,0.5,350.0,3.5,3.5,1.5,12.0,65,17.0,45.0,1.5,1.5,,800.0,0.15,400,0.89
1495,300,,405.0,700,14.0,40.0,14.25,80.0,15.5,100,16.5,103,0.2,17.5,102.0,18.5,102.0,0.2,300,0.5,50.0,9.0,5.0,1.0,70.0,1.5,75,0.5,350.0,3.5,3.5,1.5,13.0,65,16.0,26.0,1.5,1.5,,800.0,0.15,400,0.902
1714,300,,405.0,700,17.0,20.0,,,19.0,100,20.0,102,0.2,21.0,103.0,22.0,107.0,0.2,200,1.0,50.0,10.0,5.0,23.5,71.0,0.0,80,1.0,380.0,3.5,3.5,1.0,2.0,70,4.0,46.0,1.5,1.5,,800.0,0.15,420,0.9470000000000001
1264,300,,405.0,700,14.0,29.0,,,16.0,102,17.0,103,0.2,18.0,104.0,19.0,105.0,0.2,200,1.0,50.0,9.0,5.0,20.0,78.0,21.0,73,1.0,320.0,3.5,3.5,1.0,7.0,80,9.0,45.0,1.5,1.5,1.0,1200.0,0.15,420,0.971
1989,300,,405.0,700,6.0,29.0,,,8.0,102,9.0,103,0.2,10.0,104.0,11.0,105.0,0.2,200,1.0,50.0,9.0,5.0,12.0,80.0,13.0,73,1.0,320.0,3.5,3.5,1.0,15.0,80,17.0,45.0,4.0,,,1200.0,0.15,440,0.9179999999999999
1228,300,,405.0,700,14.0,29.0,,,16.0,101,17.0,102,0.2,18.0,104.0,19.0,106.0,0.2,200,1.0,50.0,9.0,5.0,20.0,80.0,21.0,73,1.0,320.0,3.5,3.5,1.0,23.0,80,1.0,45.0,1.5,1.5,1.0,1200.0,0.15,400,0.925
41,300,,405.0,700,7.0,23.0,,,8.0,100,9.0,103,0.2,10.0,103.0,11.0,103.0,0.2,300,0.5,50.0,10.0,5.0,16.5,70.0,17.0,78,1.0,310.0,3.5,3.5,1.5,2.5,60,6.5,40.0,1.5,0.5,,800.0,0.15,440,0.9670000000000001
